ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,EDUCATION_GROUP,MARRIAGE_GROUP,MAX_PAY_DELAY,AVG_PAY_STATUS,NUM_DELAYED_MONTHS,TOTAL_BILL_6M,TOTAL_PAYMENT_6M,AVG_BILL_6M,AVG_PAYMENT_6M,PAYMENT_TO_BILL_RATIO,AVG_UTILIZATION,LAST_MONTH_UTILIZATION,DELAY_GROUP
11,200000.0,2,3,2,34,0,0,2,0,0,-1,11073.0,9787.0,5535.0,2513.0,1828.0,3731.0,2306.0,12.0,50.0,300.0,3738.0,66.0,0,3,2,2,0.16666666666666666,1,34467.0,6472.0,5744.5,1078.6666666666667,0.18776836486016016,0.02872235638821806,0.05536472317638412,2 months
12,260000.0,2,1,2,51,-1,-1,-1,-1,-1,2,12261.0,21670.0,9966.0,8517.0,22287.0,13668.0,21818.0,9966.0,8583.0,22301.0,0.0,3640.0,0,1,2,2,-0.5,1,88369.0,66308.0,14728.166666666666,11051.333333333334,0.75034513975331,0.05664657700034487,0.04715751093265026,2 months
13,630000.0,2,2,2,41,-1,0,-1,-1,-1,-1,12137.0,6500.0,6500.0,6500.0,6500.0,2870.0,1000.0,6500.0,6500.0,6500.0,2870.0,0.0,0,2,2,0,-0.8333333333333334,0,41007.0,23370.0,6834.5,3895.0,0.5698888021849395,0.010848395478737335,0.019265048785636847,≤ 0
14,70000.0,1,2,2,30,1,2,2,0,0,2,65802.0,67369.0,65701.0,66782.0,36137.0,36894.0,3200.0,0.0,3000.0,3000.0,1500.0,0.0,1,2,2,2,1.1666666666666667,4,338685.0,10700.0,56447.5,1783.3333333333333,0.031592684669575946,0.8063813374094656,0.9400151426408194,2 months
15,250000.0,1,1,2,29,0,0,0,0,0,0,70887.0,67060.0,63561.0,59696.0,56875.0,55512.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,1,2,0,0.0,0,373591.0,18000.0,62265.166666666664,3000.0,0.048180903231332575,0.24905967042798494,0.28354686581253674,≤ 0
16,50000.0,2,3,3,23,1,2,0,0,0,0,50614.0,29173.0,28116.0,28771.0,29531.0,30211.0,0.0,1500.0,1100.0,1200.0,1300.0,1100.0,0,3,3,2,0.5,2,196416.0,6200.0,32736.0,1033.3333333333333,0.03156549585830147,0.6547069058618827,1.012259754804904,2 months
17,20000.0,1,1,2,24,0,0,2,2,2,2,15376.0,18010.0,17428.0,18338.0,17905.0,19104.0,3200.0,0.0,1500.0,0.0,1650.0,0.0,1,1,2,2,1.3333333333333333,4,106161.0,6350.0,17693.5,1058.3333333333333,0.059814246152107155,0.884630768461577,0.7687615619219039,2 months
18,320000.0,1,1,1,49,0,0,0,-1,-1,-1,253286.0,246536.0,194663.0,70074.0,5856.0,195599.0,10358.0,10000.0,75940.0,20000.0,195599.0,50000.0,0,1,1,0,-0.5,0,966014.0,361897.0,161002.33333333334,60316.166666666664,0.37462875835261356,0.5031307193831687,0.7915162765116359,≤ 0
19,360000.0,2,1,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 month
20,180000.0,2,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 month
21,130000.0,2,3,2,39,0,0,0,0,0,-1,38358.0,27688.0,24489.0,20616.0,11802.0,930.0,3000.0,1537.0,1000.0,2000.0,930.0,33764.0,0,3,2,0,-0.16666666666666666,0,123883.0,42231.0,20647.166666666668,7038.5,0.34089147912563367,0.15882313725791855,0.29505926877485555,≤ 0
22,120000.0,2,2,1,39,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,0.0,632.0,316.0,316.0,316.0,0.0,632.0,316.0,0.0,1,2,1,-1,-1.0,0,1896.0,1580.0,316.0,263.3333333333333,0.8328940432261466,0.0026333113890717576,0.0026333113890717576,≤ 0
23,70000.0,2,2,2,26,2,0,0,2,2,2,41087.0,42445.0,45020.0,44006.0,46905.0,46012.0,2007.0,3582.0,0.0,3601.0,0.0,1820.0,1,2,2,2,1.3333333333333333,4,265475.0,11010.0,44245.833333333336,1835.0,0.041472675496090045,0.6320743037004234,0.5869487578748875,2 months
24,450000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,5512.0,19420.0,1473.0,560.0,0.0,0.0,19428.0,1473.0,560.0,0.0,0.0,1128.0,1,1,1,-2,-2.0,0,26965.0,22589.0,4494.166666666667,3764.8333333333335,0.8376844915819921,0.009987014843670719,0.01224886166919629,≤ 0
25,90000.0,1,1,2,23,0,0,0,-1,0,0,4744.0,7070.0,0.0,5398.0,6360.0,8292.0,5757.0,0.0,5398.0,1200.0,2045.0,2000.0,0,1,2,0,-0.16666666666666666,0,31864.0,16400.0,5310.666666666667,2733.3333333333335,0.5146712694178566,0.059006751776832116,0.052710525438606236,≤ 0
26,50000.0,1,3,2,23,0,0,0,0,0,0,47620.0,41810.0,36023.0,28967.0,29829.0,30046.0,1973.0,1426.0,1001.0,1432.0,1062.0,997.0,0,3,2,0,0.0,0,214295.0,7891.0,35715.833333333336,1315.1666666666667,0.036822899167506626,0.7143023806190544,0.9523809523809523,≤ 0
27,60000.0,1,1,2,27,1,-2,-1,-1,-1,-1,-109.0,-425.0,259.0,-57.0,127.0,-189.0,0.0,1000.0,0.0,500.0,0.0,1000.0,1,1,2,1,-0.8333333333333334,1,-394.0,2500.0,-65.66666666666667,416.6666666666667,6.329113924050633,-0.001094426204007711,-0.00181663638939351,1 month
28,50000.0,2,3,2,30,0,0,0,0,0,0,22541.0,16138.0,17163.0,17878.0,18931.0,19617.0,1300.0,1300.0,1000.0,1500.0,1000.0,1012.0,0,3,2,0,0.0,0,112268.0,7112.0,18711.333333333332,1185.3333333333333,0.06334785203395417,0.374219182283021,0.4508109837803244,≤ 0
29,50000.0,2,3,1,47,-1,-1,-1,-1,-1,-1,650.0,3415.0,3416.0,2040.0,30430.0,257.0,3415.0,3421.0,2044.0,30430.0,257.0,0.0,0,3,1,-1,-1.0,0,40208.0,39567.0,6701.333333333333,6594.5,0.984033425352533,0.13402398618694292,0.012999740005199895,≤ 0
30,50000.0,1,1,2,26,0,0,0,0,0,0,15329.0,16575.0,17496.0,17907.0,18375.0,11400.0,1500.0,1500.0,1000.0,1000.0,1600.0,0.0,0,1,2,0,0.0,0,97082.0,6600.0,16180.333333333334,1100.0,0.06798306603627824,0.3236001946627734,0.3065738685226295,≤ 0
31,230000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,16646.0,17265.0,13266.0,15339.0,14307.0,36923.0,17270.0,13281.0,15339.0,14307.0,37292.0,0.0,0,1,2,-1,-1.0,0,113746.0,97489.0,18957.666666666668,16248.166666666666,0.85706875785735,0.08242427931472762,0.07237359837565924,≤ 0
32,50000.0,1,2,2,33,2,0,0,0,0,0,30518.0,29618.0,22102.0,22734.0,23217.0,23680.0,1718.0,1500.0,1000.0,1000.0,1000.0,716.0,1,2,2,2,0.3333333333333333,1,151869.0,6934.0,25311.5,1155.6666666666667,0.045657470204780407,0.5062198756024879,0.6103477930441391,2 months
33,100000.0,1,1,2,32,0,0,0,0,0,0,93036.0,84071.0,82880.0,80958.0,78703.0,75589.0,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0,1,2,0,0.0,0,495237.0,18744.0,82539.5,3124.0,0.03784846881701323,0.8253867461325387,0.930350696493035,≤ 0
34,500000.0,2,2,1,54,-2,-2,-2,-2,-2,-2,10929.0,4152.0,22722.0,7521.0,71439.0,8981.0,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0,2,1,-2,-2.0,0,125744.0,158502.0,20957.333333333332,26417.0,1.260503399737564,0.04191458283750099,0.021857956284087432,≤ 0
35,500000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,13709.0,5006.0,31130.0,3180.0,0.0,5293.0,5006.0,31178.0,3180.0,0.0,5293.0,768.0,0,1,1,-2,-2.0,0,58318.0,45425.0,9719.666666666666,7570.833333333333,0.778905673965603,0.019439294454744422,0.027417945164109673,≤ 0
36,160000.0,1,1,2,30,-1,-1,-2,-2,-2,-1,30265.0,-131.0,-527.0,-923.0,-1488.0,-1884.0,131.0,396.0,396.0,565.0,792.0,0.0,0,1,2,-1,-1.5,0,25312.0,2280.0,4218.666666666667,380.0,0.09007229486824951,0.026366501876029944,0.18915506778082636,≤ 0
37,280000.0,1,2,1,40,0,0,0,0,0,0,186503.0,181328.0,180422.0,170410.0,173901.0,177413.0,8026.0,8060.0,6300.0,6400.0,6400.0,6737.0,0,2,1,0,0.0,0,1069977.0,41923.0,178329.5,6987.166666666667,0.03918117942611904,0.6368887968257256,0.6660797640008429,≤ 0
38,60000.0,2,2,2,22,0,0,0,0,0,-1,15054.0,9806.0,11068.0,6026.0,-28335.0,18660.0,1500.0,1518.0,2043.0,0.0,47671.0,617.0,0,2,2,0,-0.16666666666666666,0,32279.0,53349.0,5379.833333333333,8891.5,1.6526951672862453,0.08966239451564696,0.2508958184030266,≤ 0
39,50000.0,1,1,2,25,1,-1,-1,-2,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,-1.1666666666666667,1,780.0,780.0,130.0,130.0,0.998719590268886,0.0025999480010399792,0.0,1 month
40,280000.0,1,1,2,31,-1,-1,2,-1,0,-1,498.0,9075.0,4641.0,9976.0,17976.0,9477.0,9075.0,0.0,9976.0,8000.0,9525.0,781.0,0,1,2,2,-0.3333333333333333,1,51643.0,37357.0,8607.166666666666,6226.166666666667,0.7233560529780807,0.030739771167483925,0.001778565076553298,2 months
41,360000.0,1,1,2,33,0,0,0,0,0,0,218668.0,221296.0,206895.0,628699.0,195969.0,179224.0,10000.0,7000.0,6000.0,188840.0,28000.0,4000.0,0,1,2,0,0.0,0,1650751.0,243840.0,275125.1666666667,40640.0,0.1477144961811344,0.7642344512005985,0.6074094238627115,≤ 0
42,70000.0,2,1,2,25,0,0,0,0,0,0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0,1,2,0,0.0,0,392856.0,19342.0,65476.0,3223.6666666666665,0.04923419972152717,0.9353580663133384,0.9645719346866474,≤ 0
43,10000.0,1,2,2,22,0,0,0,0,0,0,1877.0,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0,2,2,0,0.0,0,22761.0,7227.0,3793.5,1204.5,0.3175028556365873,0.3793120687931207,0.18768123187681232,≤ 0
44,140000.0,2,2,1,37,0,0,0,0,0,0,59504.0,61544.0,62925.0,64280.0,67079.0,69802.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0,2,1,0,0.0,0,385134.0,20000.0,64189.0,3333.3333333333335,0.051929842782400974,0.4584895822172699,0.42502553553188904,≤ 0
45,40000.0,2,1,2,30,0,0,0,2,0,0,18927.0,21295.0,25921.0,25209.0,26636.0,29197.0,3000.0,5000.0,0.0,2000.0,3000.0,0.0,0,1,2,2,0.3333333333333333,1,147185.0,13000.0,24530.833333333332,2166.6666666666665,0.08832361773538244,0.6132555019457847,0.47316317092072696,2 months
46,210000.0,1,1,2,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,-2,-2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,≤ 0
47,20000.0,2,1,2,22,0,0,2,-1,0,0,14028.0,16484.0,15800.0,16341.0,16675.0,0.0,3000.0,0.0,16741.0,334.0,0.0,0.0,1,1,2,2,0.16666666666666666,1,79328.0,20075.0,13221.333333333334,3345.8333333333335,0.25306004109468166,0.6610336149859174,0.7013649317534123,2 months
48,150000.0,2,5,2,46,0,0,-1,0,0,-2,4463.0,3034.0,1170.0,1170.0,0.0,0.0,1013.0,1170.0,0.0,0.0,0.0,0.0,1,4,2,0,-0.5,0,9837.0,2183.0,1639.5,363.8333333333333,0.2218946940435048,0.010929927133819108,0.02975313497910014,≤ 0
49,380000.0,1,2,2,32,-1,-1,-1,-1,-1,-1,22401.0,21540.0,15134.0,32018.0,11849.0,11873.0,21540.0,15138.0,24677.0,11851.0,11875.0,8251.0,0,2,2,-1,-1.0,0,114815.0,93332.0,19135.833333333332,15555.333333333334,0.8128832218506131,0.050357323621078184,0.058949844868829294,≤ 0
50,20000.0,1,1,2,24,0,0,0,0,0,0,17447.0,18479.0,19476.0,19865.0,20480.0,20063.0,1318.0,1315.0,704.0,928.0,912.0,1069.0,0,1,2,0,0.0,0,115810.0,6246.0,19301.666666666668,1041.0,0.0539327006933711,0.9650350815792544,0.8723063846807659,≤ 0
51,70000.0,1,3,2,42,1,2,2,2,2,0,37042.0,36171.0,38355.0,39423.0,38659.0,39362.0,0.0,3100.0,2000.0,0.0,1500.0,1500.0,1,3,2,2,1.5,5,229012.0,8100.0,38168.666666666664,1350.0,0.03536917118242196,0.5452588772541345,0.5291638690875845,2 months
52,100000.0,2,3,3,43,0,0,0,0,0,0,61559.0,51163.0,43824.0,39619.0,35762.0,33258.0,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0,3,3,0,0.0,0,265185.0,9606.0,44197.5,1601.0,0.036223631715098084,0.44197058029419706,0.6155838441615584,≤ 0
53,310000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,13465.0,7867.0,7600.0,11185.0,3544.0,464.0,7875.0,7600.0,11185.0,3544.0,464.0,0.0,0,2,1,-2,-2.0,0,44125.0,30668.0,7354.166666666667,5111.333333333333,0.6950097448216471,0.023723041753628753,0.043435343756955624,≤ 0
54,180000.0,2,1,2,25,1,2,0,0,0,0,41402.0,41742.0,42758.0,43510.0,44420.0,45319.0,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0,1,2,2,0.5,2,259151.0,10246.0,43191.833333333336,1707.6666666666667,0.03953664258813361,0.2399532965557599,0.230009833278704,2 months
55,150000.0,2,1,2,29,2,0,0,0,0,0,46224.0,34993.0,31434.0,26518.0,21042.0,16540.0,1600.0,1718.0,1049.0,1500.0,2000.0,5000.0,0,1,2,2,0.3333333333333333,1,176751.0,12867.0,29458.5,2144.5,0.07279691318910111,0.19638869074206172,0.3081579456136959,2 months
56,500000.0,2,1,1,45,-2,-2,-2,-2,-2,-2,1905.0,3640.0,162.0,0.0,151.0,2530.0,3640.0,162.0,0.0,151.0,2530.0,0.0,0,1,1,-2,-2.0,0,8388.0,6483.0,1398.0,1080.5,0.7727977112885922,0.002795994408011184,0.00380999238001524,≤ 0
57,180000.0,2,3,1,34,0,0,0,-1,-1,-1,16386.0,15793.0,8441.0,7142.0,-679.0,8321.0,8500.0,1500.0,7500.0,679.0,9000.0,2000.0,0,3,1,0,-0.5,0,55404.0,29179.0,9234.0,4863.166666666667,0.5266492193845321,0.051299715001583326,0.09103282759540225,≤ 0
58,180000.0,2,2,1,34,0,0,0,0,0,0,175886.0,173440.0,172308.0,168608.0,132202.0,129918.0,8083.0,7296.0,5253.0,4814.0,4816.0,3800.0,0,2,1,0,0.0,0,952362.0,34062.0,158727.0,5677.0,0.035765774184843384,0.8818117677124016,0.9771390158943561,≤ 0
59,200000.0,2,1,2,34,-1,3,2,2,2,2,1587.0,1098.0,782.0,1166.0,700.0,1414.0,0.0,0.0,700.0,0.0,1200.0,0.0,0,1,2,3,1.6666666666666667,5,6747.0,1900.0,1124.5,316.6666666666667,0.2815649081209247,0.005622471887640562,0.007934960325198375,3 months
60,400000.0,2,2,1,29,0,0,0,0,0,0,400134.0,398857.0,404205.0,360199.0,356656.0,364089.0,17000.0,15029.0,30000.0,12000.0,12000.0,23000.0,0,2,1,0,0.0,0,2284140.0,109029.0,380690.0,18171.5,0.04773304274998785,0.9517226206934483,1.000332499168752,≤ 0
61,500000.0,2,3,1,28,0,0,0,0,0,0,22848.0,23638.0,18878.0,14937.0,13827.0,15571.0,1516.0,1300.0,1000.0,1000.0,2000.0,2000.0,1,3,1,0,0.0,0,109699.0,8816.0,18283.166666666668,1469.3333333333333,0.08036463081130356,0.03656626020081293,0.04569590860818278,≤ 0
62,70000.0,1,2,1,39,0,0,0,0,0,-1,70800.0,72060.0,69938.0,16518.0,14096.0,830.0,4025.0,2095.0,1000.0,2000.0,3000.0,0.0,0,2,1,0,-0.16666666666666666,0,244242.0,12120.0,40707.0,2020.0,0.04962271180750318,0.5815202639962286,1.0114141226553905,≤ 0
63,50000.0,1,1,2,29,2,2,2,2,2,2,24987.0,24300.0,26591.0,25865.0,27667.0,28264.0,0.0,2700.0,0.0,2225.0,1200.0,0.0,1,1,2,2,2.0,6,157674.0,6125.0,26279.0,1020.8333333333334,0.038845726970033294,0.5255694886102278,0.499730005399892,2 months
64,50000.0,2,2,1,46,0,0,0,-2,-2,-2,28718.0,29166.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0,-1.0,0,57884.0,1000.0,9647.333333333334,166.66666666666666,0.01727563272004837,0.19294280781051046,0.5743485130297394,≤ 0
65,130000.0,2,2,1,51,-1,-1,-2,-2,-1,-1,99.0,0.0,0.0,0.0,2353.0,0.0,0.0,0.0,0.0,2353.0,0.0,0.0,0,2,1,-1,-1.3333333333333333,0,2452.0,2353.0,408.6666666666667,392.1666666666667,0.9592335915205871,0.0031435655623161876,0.000761532603595357,≤ 0
66,200000.0,1,1,1,57,-2,-2,-2,-1,2,2,152519.0,148751.0,144076.0,8174.0,8198.0,7918.0,0.0,0.0,8222.0,300.0,0.0,1000.0,1,1,1,2,-0.5,2,469636.0,9522.0,78272.66666666667,1587.0,0.020275233850825213,0.3913613765264507,0.7625911870440648,2 months
67,10000.0,1,2,1,56,2,2,2,0,0,0,2097.0,4193.0,3978.0,4062.0,4196.0,4326.0,2300.0,0.0,150.0,200.0,200.0,160.0,1,2,1,2,1.0,3,22852.0,3010.0,3808.6666666666665,501.6666666666667,0.1317113726862994,0.3808285838082858,0.2096790320967903,2 months
68,210000.0,2,1,2,30,2,-1,-1,-1,-1,-1,300.0,300.0,1159.0,2280.0,300.0,4250.0,300.0,1159.0,2280.0,300.0,4250.0,909.0,0,1,2,2,-0.5,1,8589.0,9198.0,1431.5,1533.0,1.070779976717113,0.006816634206503779,0.0014285646258827339,2 months
69,130000.0,2,3,2,29,1,-2,-2,-1,2,-1,-190.0,-9850.0,-9850.0,10311.0,10161.0,7319.0,0.0,0.0,20161.0,0.0,7319.0,13899.0,0,3,2,2,-0.5,2,7901.0,41379.0,1316.8333333333333,6896.5,5.236522399392559,0.010129409260954403,-0.0014615272190213922,2 months
70,20000.0,1,5,2,22,2,0,0,0,0,0,18565.0,17204.0,17285.0,18085.0,11205.0,5982.0,0.0,1200.0,1000.0,500.0,1000.0,0.0,0,4,2,2,0.3333333333333333,1,88326.0,3700.0,14721.0,616.6666666666666,0.041889795872156875,0.736013199340033,0.928203589820509,2 months
71,80000.0,1,1,2,31,-1,-1,-1,-1,-1,-1,780.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0,0,1,2,-1,-1.0,0,2340.0,1950.0,390.0,325.0,0.8329773601025203,0.004874939063261709,0.009749878126523418,≤ 0
72,320000.0,1,2,2,29,2,2,2,2,2,2,58267.0,59246.0,60184.0,58622.0,62307.0,63526.0,2500.0,2500.0,0.0,4800.0,2400.0,1600.0,1,2,2,2,2.0,6,362152.0,13800.0,60358.666666666664,2300.0,0.03810544162273956,0.18862024389507115,0.18208380598810628,2 months
73,200000.0,2,2,1,32,-1,-1,-1,-1,2,-1,9076.0,5787.0,-684.0,5247.0,3848.0,3151.0,5818.0,15.0,9102.0,17.0,3165.0,1395.0,0,2,1,2,-0.5,1,26425.0,19512.0,4404.166666666667,3252.0,0.7383637326875048,0.022020723229717185,0.045379773101134495,2 months
74,290000.0,2,1,2,37,1,-2,-1,-1,-1,-1,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,0,1,2,1,-0.8333333333333334,1,5514.0,5514.0,919.0,919.0,0.999818676337262,0.003168954589811759,0.0,1 month
75,340000.0,1,1,2,32,-1,-1,-1,-1,-1,-1,3048.0,5550.0,23337.0,4291.0,80153.0,25820.0,5713.0,23453.0,4314.0,80552.0,25949.0,2016.0,0,1,2,-1,-1.0,0,142199.0,141997.0,23699.833333333332,23666.166666666668,0.9985724331926864,0.06970518714160644,0.008964679515648484,≤ 0
76,20000.0,1,2,2,24,0,0,2,0,0,0,14619.0,17216.0,16642.0,16976.0,17332.0,18543.0,2850.0,0.0,610.0,630.0,1500.0,0.0,0,2,2,2,0.3333333333333333,1,101328.0,5590.0,16888.0,931.6666666666666,0.05516683279219177,0.8443577821108944,0.7309134543272836,2 months
77,50000.0,1,3,2,25,-1,0,0,0,0,0,42838.0,37225.0,36087.0,9636.0,9590.0,10030.0,1759.0,1779.0,320.0,500.0,1000.0,1000.0,0,3,2,0,-0.16666666666666666,0,145406.0,6358.0,24234.333333333332,1059.6666666666667,0.04372554278679844,0.4846769731272041,0.8567428651426972,≤ 0
78,300000.0,2,1,1,45,-1,-1,-1,-1,-1,-1,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,0,1,1,-1,-1.0,0,1746.0,1746.0,291.0,291.0,0.9994275901545506,0.0009699967666774444,0.0009699967666774444,≤ 0
79,30000.0,2,2,2,22,0,0,0,0,0,0,28387.0,29612.0,30326.0,28004.0,26446.0,6411.0,1686.0,1400.0,560.0,3000.0,1765.0,0.0,1,2,2,0,0.0,0,149186.0,8411.0,24864.333333333332,1401.8333333333333,0.05637890700932387,0.8287834849949446,0.9462017932735576,≤ 0
80,240000.0,2,2,2,44,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 month
81,470000.0,2,3,3,33,0,0,0,0,0,0,165254.0,157784.0,162702.0,69923.0,29271.0,29889.0,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0,3,3,0,0.0,0,614823.0,21926.0,102470.5,3654.3333333333335,0.035662238299090473,0.21802187654919883,0.35160350722658035,≤ 0
82,360000.0,2,1,2,26,0,0,0,0,0,-1,23411.0,27796.0,30400.0,33100.0,180000.0,196.0,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0,1,2,0,-0.16666666666666666,0,294903.0,161355.0,49150.5,26892.5,0.5471441553861596,0.13652878742003494,0.06503037491562523,≤ 0
83,60000.0,1,3,2,30,0,0,0,0,0,0,26324.0,27471.0,28108.0,21993.0,19899.0,19771.0,1576.0,1213.0,648.0,768.0,1140.0,0.0,1,3,2,0,0.0,0,143566.0,5345.0,23927.666666666668,890.8333333333334,0.0372300041095795,0.3987877979811448,0.43872602123297944,≤ 0
84,400000.0,2,2,1,44,0,0,2,0,0,0,131595.0,139060.0,126819.0,104430.0,104990.0,94058.0,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0,2,1,2,0.3333333333333333,1,700952.0,22753.0,116825.33333333333,3792.1666666666665,0.03246009361540645,0.29206260317682536,0.3289866775333062,2 months
